VERSION;STOP_NR;STOP_TYPE;STOP_NAME;STOP_NAME_WITHOUT_LOCALITY;STOP_SHORTNAME;STOP_POS_X;STOP_POS_Y;PLACE;OCC;FARE_ZONE1_NR;FARE_ZONE2_NR;FARE_ZONE3_NR;FARE_ZONE4_NR;FARE_ZONE5_NR;FARE_ZONE6_NR;GLOBAL_ID;VALID_FROM;VALID_TO;PLACE_ID;GIS_MOT_FLAG;IS_CENTRAL_STOP;IS_RESPONSIBLE_STOP;INTERCHANGE_TYPE;INTERCHANGE_QUALITY
57;663;0;Dortmund Beguinenstraße;Beguinenstraße;Beguine;7.3344478;51.5017330;Dortmund;5913000;374;-1;-1;-1;-1;-1;de:05913:663;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;668;0;Dortmund In den Breen;In den Breen;IdBreen;7.3254107;51.4908890;Dortmund;5913000;362;374;-1;-1;-1;-1;de:05913:668;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;674;0;Dortmund Limbeckstraße;Limbeckstraße;Limbeck;7.3129242;51.5042605;Dortmund;5913000;374;362;-1;-1;-1;-1;de:05913:674;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;676;0;Dortmund Lütgendortm. Hellweg;Lütgendortmunder Hellweg;LüdoHel;7.3428650;51.4971530;Dortmund;5913000;374;-1;-1;-1;-1;-1;de:05913:676;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;680;0;Dortmund Provinzialstraße;Provinzialstraße;Provinz;7.3259048;51.4950110;Dortmund;5913000;374;362;-1;-1;-1;-1;de:05913:680;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;688;0;Dortmund Siebenstraße;Siebenstraße;Sieben;7.3436735;51.4848423;Dortmund;5913000;362;374;-1;-1;-1;-1;de:05913:688;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;799;0;Dortmund Bleichstraße;Bleichstraße;Bleich;7.3320762;51.4997031;Dortmund;5913000;374;-1;-1;-1;-1;-1;de:05913:799;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;1;50
57;828;0;Dortmund Holtestraße;Holtestraße;Holte;7.3098429;51.5041934;Dortmund;5913000;362;374;-1;-1;-1;-1;de:05913:828;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;1079;0;Dortmund Bövinghauser Straße;Bövinghauser Straße;Bövhaus;7.3254736;51.5203280;Dortmund;5913000;374;-1;-1;-1;-1;-1;de:05913:1079;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;1080;0;Dortmund Molenarkweg;Molenarkweg;Molenawe;7.3210090;51.5040089;Dortmund;5913000;374;-1;-1;-1;-1;-1;de:05913:1080;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;1255;0;Dortmund Steglitzeck;Steglitzeck;Stegliz;7.3397119;51.4968622;Dortmund;5913000;374;-1;-1;-1;-1;-1;de:05913:1255;20021215;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;1297;0;Dortmund Somborner Höh;Somborner Höh;SombHöh;7.3510038;51.4936128;Dortmund;5913000;374;-1;-1;-1;-1;-1;de:05913:1297;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;1320;0;Dortmund Bövinghausen Friedhof;Bövinghausen Friedhof;BövFrie;7.3214043;51.5141845;Dortmund;5913000;374;-1;-1;-1;-1;-1;de:05913:1320;19781001;25001231;c5e35586-2e68-4b9d-b9fd-6c86135feeda;0;0;0;2;0
57;2251;0;Herdecke Koenenstr.;Koenenstr.;HEKO;7.4372420;51.3972064;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2251;20160612;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2252;0;Herdecke Hengsteyseestr.;Hengsteyseestr.;HSEE;7.4321935;51.3971896;Herdecke;5954020;588;474;-1;-1;-1;-1;de:05954:2252;20160612;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;0;0;0;2;0
57;2253;0;Herdecke Mitte;Herdecke Mitte;HEMI;7.4304687;51.3986020;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2253;20111123;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;0;0;0;2;0
57;2254;0;Herdecke Kirche;Kirche;HEKI;7.4281241;51.3998518;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2254;20160612;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;0;0;0;2;0
57;2267;0;Herd. Friedr.-Harkort-Gym.;Friedr.-Harkort-Gymn.;FHGY;7.4376732;51.3966740;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2267;20160612;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;0;0;0;2;0
57;2268;0;Herdecke Rathaus;Herdecke Rathaus;HERT;7.4317264;51.4005748;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2268;20160612;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;0;0;0;2;0
57;2269;0;Herdecke Bf;Herdecke Bf;HEBF;7.4326426;51.4047778;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2269;20160612;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;0;0;0;2;0
57;2270;0;Herdecke Mozartweg;Mozartweg;HEMO;7.4316904;51.4105270;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2270;20140615;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;0;0;0;2;0
57;2271;0;Herdecke Herdecker Bach;Herdecker Bach;HEBA;7.4325079;51.4158832;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2271;20140615;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;0;0;0;2;0
57;2272;0;Herdecke Gahlenfeldstr.;Gahlenfeldstr.;HEGA;7.4350322;51.4185219;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2272;20140615;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;8;0;0;2;0
57;2281;0;Herdecke Attenbergstr.;Attenbergstr.;ATTEN;7.4334871;51.4060499;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2281;20140615;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;0;0;0;2;0
57;2284;0;Herdecke Goethestr.;Goethestr.;HEGO;7.4295345;51.4018133;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2284;20140615;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;0;0;0;2;0
57;2435;0;Hagen Vorhalle Bf;Vorhalle Bf;VOBF;7.4334332;51.3883893;Hagen;5914000;588;-1;-1;-1;-1;-1;de:05914:2435;20111123;25001224;5a446503-c541-4b4f-97e5-a39db8e6790d;0;0;0;2;0
57;2513;0;Herdecke Egge;Egge;HEEG;7.4090529;51.4221464;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2513;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2514;0;Herdecke Eicklohweg;Eicklohweg;HEEI;7.4179732;51.4154687;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2514;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2529;0;Herdecke Huser Feld;Huser Feld;HEHF;7.4123407;51.4147011;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2529;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2530;0;Herdecke In den Eichen;In den Eichen;HEDE;7.4211801;51.4232723;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2530;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2532;0;Herdecke In der Schlage;In der Schlage;HIDS;7.4032588;51.4149308;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2532;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2534;0;Herdecke Ender Mitte;Ender Mitte;HEM;7.4223390;51.4180794;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2534;20100107;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2535;0;Herdecke Ender Friedhof;Ender Friedhof;HEF;7.4300824;51.4186452;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2535;20110612;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2537;0;Herdecke Loerfeldstr.;Loerfeldstr.;HELO;7.4282409;51.4222808;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2537;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2544;0;Herdecke Rostesiepen;Rostesiepen;HROS;7.4061873;51.4133733;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2544;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2546;0;Herdecke Schraberg;Schraberg;HESG;7.4150896;51.4239557;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2546;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2553;0;Herdecke Weg zum Poethen;Weg zum Poethen;HWZP;7.4063759;51.4177600;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2553;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2554;0;Herdecke Westende/Gem.Krkh.;Westende/Gemeinsch.Krkh.;HEND;7.4024772;51.4116084;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2554;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;2556;0;Herdecke Wilhelm-Huck-Str.;Wilhelm-Huck-Str.;HWHS;7.4115502;51.4254624;Herdecke;5954020;474;-1;-1;-1;-1;-1;de:05954:2556;19781001;25001224;922d326b-4522-4b8d-9bac-ff341dba458c;255;0;0;2;0
57;3019;0;Bottrop Forststr.;Forststr.;;6.9329458;51.5877451;Bottrop;5512000;256;-1;-1;-1;-1;-1;de:05512:3019;19781001;25001224;2ff3faf1-3e9f-4ce6-88d5-e7b66c69526f;0;0;0;2;0
57;3025;0;BOT Schlagkamp;Schlagkamp;;6.9301520;51.5928573;Bottrop;5512000;256;-1;-1;-1;-1;-1;de:05512:3025;19781001;25001224;2ff3faf1-3e9f-4ce6-88d5-e7b66c69526f;0;0;0;2;0
57;3160;0;GE Reichenberger Str.;Reichenberger Str.;;7.0225168;51.5433515;Gelsenkirchen;5513000;252;264;-1;-1;-1;-1;de:05513:3160;19781001;25001224;cfe557aa-f134-4acf-a2d9-4c50b4a73121;0;0;0;2;0
57;3200;0;GLA Oberhof;Oberhof;Oberhof;6.9961333;51.5743646;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3200;20010101;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;0;0;0;2;0
57;3201;0;GLA Goetheplatz;Goetheplatz;Goethepl;6.9911566;51.5745991;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3201;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;0;0;0;2;0
57;3202;0;GLA West Bf;West Bf;;6.9788317;51.5761232;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3202;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;0;0;0;2;0
57;3321;0;GLA Marktplatz;Marktplatz;Marktpla;6.9940222;51.5705903;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3321;20060528;25001218;de1b8b15-916d-490d-8e74-58bf267d6454;0;0;0;0;0
57;3323;0;Gladbeck Kiebitzheidestr.;Kiebitzheidestr;Kiebitzh;6.9982353;51.5631748;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3323;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3324;0;Gladbeck Heilig-Kreuz-Kirche;Heilig-Kreuz-Kirche;HeiKreKi;7.0006788;51.5591595;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3324;20060528;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3325;0;Gladbeck Helmutstr.;Helmutstr;Helmutst;7.0019184;51.5556409;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3325;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3326;0;Gladbeck Sportpark Mottbruch;Sportpark Mottbruch;Sp.Mottb;7.0031761;51.5523845;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3326;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;0;0;0;2;0
57;3329;0;Gladbeck Münsterländer Str.;Münsterländer Str;MünläStr;7.0130665;51.5468208;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3329;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3330;0;Gladbeck Hunsrückstr.;Hunsrückstr.;;7.0169383;51.5441504;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3330;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3363;0;Gladbeck Nelkenstr.;Nelkenstr;Nelkenst;7.0271611;51.5479939;Gladbeck;5562014;252;264;-1;-1;-1;-1;de:05562:3363;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;0;0;0;2;0
57;3388;0;Gladbeck Herderstr.;Herderstr.;;6.9854703;51.5760618;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3388;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3389;0;Gladbeck Hermannstr.;Hermannstr.;;6.9824789;51.5746214;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3389;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;0;0;0;2;0
57;3390;0;Gladbeck Musikschule;Musikschule;;6.9716542;51.5764972;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3390;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3391;0;Gladbeck Hegestr.;Hegestr.;;6.9671716;51.5773123;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3391;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;0;0;0;2;0
57;3392;0;Gladbeck Lohstr.;Lohstr.;;6.9621410;51.5778036;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3392;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3393;0;Gladbeck Birkenweg;Birkenweg;;6.9583501;51.5790373;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3393;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3394;0;Gladbeck Josefstr.;Josefstr.;;6.9549365;51.5802989;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3394;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3395;0;Gladbeck Holtkampstr.;Holtkampstr.;;6.9493939;51.5824313;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3395;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3396;0;Gladbeck Uechtmannstr.;Uechtmannstr.;;6.9441837;51.5852390;Gladbeck;5562014;252;-1;-1;-1;-1;-1;de:05562:3396;19781001;25001224;de1b8b15-916d-490d-8e74-58bf267d6454;3;0;0;2;0
57;3400;0;Bottrop Oberhofstr.;Oberhofstr.;;6.9226331;51.6005693;Bottrop;5512000;256;-1;-1;-1;-1;-1;de:05512:3400;19781001;25001224;2ff3faf1-3e9f-4ce6-88d5-e7b66c69526f;3;0;0;2;0
57;3401;0;Bottrop Dorfheide;Dorfheide;;6.9251664;51.5966521;Bottrop;5512000;256;-1;-1;-1;-1;-1;de:05512:3401;19781001;25001224;2ff3faf1-3e9f-4ce6-88d5-e7b66c69526f;3;0;0;2;0
57;3403;0;Bottrop Papenheide;Papenheide;;6.9302868;51.6013281;Bottrop;5512000;256;-1;-1;-1;-1;-1;de:05512:3403;19781001;25001224;2ff3faf1-3e9f-4ce6-88d5-e7b66c69526f;3;0;0;2;0
